PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0BrG9,r6r/pb1p1p2/1p1Ppq1k/n1p3N1/2P1BpQP/2P5/P4PP1/2R2RK1 b - - 2 20,a5c6 g5f7 f6f7 g4g5,1331,76,87,285,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/et3hrMsX/black#39,
0BrHk,8/8/2R5/8/5Kpk/5N2/5rP1/8 b - - 2 61,g4f3 c6h6,1195,75,99,1327,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/ZiBcPIRN/black#121,
0BrRl,r4rk1/1p2Rpbp/p4np1/2p5/P7/1QPq3P/1P3PP1/RNB3K1 b - - 0 15,f8e8 b3f7 g8h8 f7g7,1282,76,95,870,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/OXg2Vi4e/black#29,Pirc_Defense Pirc_Defense_Other_variations
0BrU2,8/PP6/8/8/8/5p1k/4r1p1/1R4K1 w - - 3 52,b7b8q f3f2,946,80,86,93,advancedPawn endgame master mate mateIn1 oneMove queenRookEndgame,https://lichess.org/vgeCUw0L#102,
0Brfx,r4r2/ppR2nbp/kn4p1/N2p2B1/PP6/2p5/5PPP/R5K1 b - - 0 24,c3c2 b4b5 a6a5 g5d2 g7c3 d2c3,1640,75,93,3288,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/gYWbdwew/black#47,
0BsBu,8/pp5k/1b1q3p/3P1ppP/7r/P2R4/3Q1PP1/3R2K1 w - - 2 34,d2e2 d6h2 g1f1 h2h1,912,78,84,202,endgame mate mateIn2 short,https://lichess.org/OdtFpbNt#66,
0BsOp,3r3r/p2Bk1pp/n3Pp2/1p3p2/3B1b2/1P6/P6P/3R3K b - - 2 27,a6b8 d4c5 f4d6 c5d6,853,76,100,113,mate mateIn2 middlegame short,https://lichess.org/HOgJog8L/black#53,
0Bsk6,8/7p/5Qpk/3PP3/6PP/1p1q1PK1/rP6/8 b - - 0 48,d3e2 f6f8,1748,75,98,412,endgame mate mateIn1 oneMove,https://lichess.org/aR5Cx8bz/black#95,
0Bska,1k2n3/p7/Kp6/2p3pp/P1P1B3/3P1PP1/7P/8 w - - 1 38,e4g6 e8c7,690,77,100,79,endgame mate mateIn1 oneMove,https://lichess.org/o96KGvh9#74,
0Bsph,r7/pp4kp/3Q2p1/2P1p1q1/4Pn2/1B3PP1/P1P2K1P/3R1b2 w - - 0 25,g3f4 g5g2 f2e1 g2e2,1095,78,93,698,endgame mate mateIn2 short,https://lichess.org/v5h4kz7c#48,
0BtIX,5r1q/5p1k/pb1p1p1p/1p1PpP2/2p1BnR1/P1P4P/1P1Q1P2/6RK b - - 12 34,f4h3 d2h6 h7h6 g4h4,1803,77,76,455,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/i8zpxOjB/black#67,
0BtKi,r1bq1r1k/1p2b3/p1pp1pQ1/8/4P2P/1P3N2/1P3PP1/R3R1K1 b - - 0 18,f8g8 g6h6,861,87,95,743,mate mateIn1 middlegame oneMove,https://lichess.org/JHXDTAtw/black#35,Philidor_Defense Philidor_Defense_Other_variations
0BtRA,kRnr1q1r/p4ppp/Q2Np3/4P3/8/1P4P1/P4PP1/5RK1 b - - 4 23,a8b8 a6b7,891,77,92,389,mate mateIn1 middlegame oneMove,https://lichess.org/8DrKjrL7/black#45,
0Btl1,5r1k/2P3bp/pN4p1/8/Q1P1p3/5rPq/2R2P2/1R4K1 w - - 0 34,c7c8q f3g3 f2g3 g7d4 c2f2 d4f2,2062,74,95,8246,long mate mateIn3 middlegame sacrifice,https://lichess.org/ZjsKXCw9#66,
0BtyY,4r1k1/2Q2ppp/8/8/P1Pp4/3P4/2P1rPPP/R1R1q1K1 w - - 1 20,c1e1 e2e1 a1e1 e8e1,423,92,100,516,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/ZrW94MT8#38,
0BuUK,r2qkr2/1bpnn1N1/p2pQb1p/1p5P/2BP1p2/2N5/PPP2PP1/2KRR3 b q - 1 18,f6g7 e6g6 f8f7 g6f7,1622,76,81,110,attackingF2F7 mate mateIn2 middlegame pin short,https://lichess.org/SRzf75Kk/black#35,Modern_Defense Modern_Defense_Other_variations
0Bule,2r3k1/1Q3pp1/p3p2p/1p6/8/1P1q4/P1r3PP/3R3K w - - 0 28,d1d3 c2c1 d3d1 c1d1,623,102,75,163,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/j9VxCogz#54,
0BvAG,6k1/5ppp/8/3P4/1P3p1b/2P2Pq1/6B1/3RrKQ1 w - - 5 32,d1e1 g3e1,731,102,91,747,endgame mate mateIn1 oneMove,https://lichess.org/g3s45S1w#62,
0BvDX,3r4/2p2pk1/1p2p3/6b1/3PRq2/2P3R1/r1Q2PPP/6K1 w - - 0 29,c2a2 f4c1 e4e1 c1e1,988,81,58,140,endgame mate mateIn2 short,https://lichess.org/TcnZpYxK#56,
0BvKf,r4rk1/ppN2ppp/3p4/3P4/2P1Pp2/3B2qb/PP3bP1/R2Q1R1K w - - 0 17,g2h3 g3h3,1036,77,94,317,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/KxzgKZ0c#32,Mikenas_Defense Mikenas_Defense_Lithuanian_Variation
0BvRn,r5k1/3r2pp/p2NRp2/1ppp4/n7/2P4P/P4PP1/4R1K1 b - - 7 26,g8f8 e6e8 a8e8 e1e8,791,77,87,252,endgame mate mateIn2 short,https://lichess.org/wQaRbnYx/black#51,
0BwFO,r4r2/p5pk/2p5/1p1pB3/3P2b1/2P1Pq2/PP1Q1P2/R3K1R1 w Q - 0 21,g1g3 f3h1 g3g1 h1g1,1252,199,75,14,mate mateIn2 middlegame short,https://lichess.org/uhw6Tuxd#40,
0BxK5,r3r1k1/p1p2ppp/8/3p3q/3PnP2/2PNQbR1/PP5P/4R1K1 b - - 7 24,e4g3 e3e8 a8e8 e1e8,1320,95,83,81,backRankMate mate mateIn2 middlegame short,https://lichess.org/0nMXWS6k/black#47,
0Bxfo,5rkb/Q2R3p/2q3pP/2r1p1P1/8/2P5/PP3P2/4R1K1 b - - 6 32,c6f3 d7g7 h8g7 a7g7,1383,75,96,5125,mate mateIn2 middlegame sacrifice short,https://lichess.org/n6ENMyNn/black#63,
0Bxsj,2r2k1r/1b3ppp/8/8/p7/6BP/P1R3PN/4R2K b - - 0 29,c8c2 g3d6 f8g8 e1e8,852,82,70,52,backRankMate endgame mate mateIn2 short,https://lichess.org/69v5nnD0/black#57,
0By39,8/1r1k1R2/1p1Pp1p1/2n1P1P1/2PK2B1/8/p7/8 b - - 0 46,d7c6 g4f3 c5e4 f3e4,1764,75,90,3456,endgame mate mateIn2 short,https://lichess.org/r49LE70C/black#91,
0ByRN,4br1k/1p2p3/p3B2p/3N4/1r1b3q/6R1/PPPQRPP1/6K1 b - - 5 31,h4g3 d2h6,763,91,90,421,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/99CkT3qH/black#61,
0BySh,6k1/Q5pp/3rp3/1p2p1q1/7n/P1P3P1/2P2P1P/3R3K w - - 1 25,d1d6 g5c1 d6d1 c1d1,715,96,78,44,endgame mate mateIn2 short,https://lichess.org/N8xvk6kO#48,
0Bybe,2r2k2/4rpb1/1Q2p3/2n1q3/1B1pB3/5P2/PP3P2/2R1K2R b K - 0 23,c5e4 c1c8,1360,77,91,1590,hangingPiece mate mateIn1 middlegame oneMove pin,https://lichess.org/GgM867sI/black#45,
0ByiS,5r1k/1b3pp1/p2Np3/2Pp4/1r6/3BPPb1/PPQ3P1/1R1R1K1q w - - 8 26,f1e2 h1g2,964,81,100,118,mate mateIn1 middlegame oneMove,https://lichess.org/sBeRoxli#50,
0BynO,4rbk1/1pp2pp1/2qpb1rp/p4N1Q/1nP2P1R/1P2P3/PB4PP/RB4K1 w - - 2 22,f5d4 c6g2,595,78,97,678,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/KroKWSQi#42,
0Byyr,r2q1k1r/pp1n2bp/n2B2p1/2pp4/2P5/3B1Q1P/PP4P1/R3R1K1 b - - 3 18,f8g8 f3d5,1180,75,93,1786,mate mateIn1 middlegame oneMove,https://lichess.org/YgRAc72A/black#35,Alekhine_Defense Alekhine_Defense_Four_Pawns_Attack
0Bz05,4rrk1/p1q3pp/1pp5/6Q1/4p2N/1P2R2P/PBP5/6K1 b - - 1 23,c7f4 g5g7,1258,75,71,272,master mate mateIn1 middlegame oneMove,https://lichess.org/7sENm0V1/black#45,
0BzGT,6k1/pp4p1/1b6/6N1/Pr1PR3/7P/6P1/5K2 b - - 2 39,b4d4 e4e8,702,81,88,161,endgame mate mateIn1 oneMove,https://lichess.org/WZVrrCKd/black#77,
0BznS,r4rk1/5ppp/8/p4P2/2pP3q/4NbbP/P7/R2QBR1K w - - 0 26,d1f3 h4h3 h1g1 h3h2,986,85,93,1327,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/AK1Ux9c0#50,
0Bzwq,4r1k1/p1p2ppp/1b1p2q1/8/8/B6Q/P4PPP/4RBK1 b - - 0 24,e8e1 h3c8 e1e8 c8e8,775,91,96,1687,endgame mate mateIn2 short,https://lichess.org/fP4eDXGd/black#47,
0C02o,r4rk1/ppp2ppp/3b4/3p4/4nP1q/P3PR2/1PPBB3/RN1Q1K2 w - - 6 18,d2e1 h4h1,1131,76,88,606,mate mateIn1 middlegame oneMove,https://lichess.org/9Ou7YYbz#34,Queens_Pawn_Game Queens_Pawn_Game_Colle_System
0C062,5r2/p1pk2p1/2p3p1/3pP3/8/2PQ2Pb/P4q1P/R3R2K w - - 3 29,d3e2 h3g2,1338,75,90,1236,endgame mate mateIn1 oneMove,https://lichess.org/EKsRqi0l#56,
0C0IT,2r2q1k/p1NQ2bp/6p1/8/8/8/P1r2PPP/3RR1K1 w - - 0 22,c7e6 f8f2 g1h1 f2g2,992,78,91,603,mate mateIn2 middlegame short,https://lichess.org/2VzeXoJb#42,
0C0fn,3r1bk1/p2r1pp1/1qn1pP2/1p2P1N1/1PpP3Q/P1N5/6PP/2BR2K1 b - - 4 30,d7d4 h4h7,817,78,91,508,mate mateIn1 middlegame oneMove,https://lichess.org/71LsXldC/black#59,
0C0ge,4R3/3R2pk/7p/p2P4/8/8/PPPr3r/5K2 w - - 0 29,d7e7 h2h1,1492,75,90,2745,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/fKcsE8Ch#56,
0C0te,1r1qkbnr/p1pppp1p/np4p1/4Nb2/2PP4/PN1B1Q2/1P3PPP/R1B1K2R b KQk - 5 11,f5d3 f3f7,1030,83,93,4017,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/oGEMvwxK/black#21,English_Defense English_Defense_Other_variations
0C116,8/8/4Np1p/1p2b3/8/k6P/r5P1/1R5K w - - 2 43,b1b5 a2a1 b5b1 a1b1,509,100,92,710,endgame mate mateIn2 short,https://lichess.org/50X2CBrb#84,
0C1Ap,R7/8/8/P6p/5p1k/5p1P/r4P2/6K1 w - - 2 48,a8f8 h4h3 f8b8 a2a1 b8b1 a1b1,1637,76,94,244,endgame long mate mateIn3 rookEndgame,https://lichess.org/dwuBDpe9#94,
0C1Mc,6r1/pk3p1p/1p1p4/1Q2pPq1/PP6/2P5/5PPP/R4RK1 w - - 1 23,a4a5 g5g2,517,100,86,601,endgame kingsideAttack mate mateIn1 oneMove,https://lichess.org/LrYjdipy#44,
0C1OS,1k1r4/1p3ppp/2p5/Q7/4P1nq/2N4P/PPP3P1/5R1K w - - 0 24,f1f7 h4e1 f7f1 e1f1,1324,77,15,441,endgame master mate mateIn2 short,https://lichess.org/0O5qqlEt#46,
0C1hF,3r1k2/1R4bp/R7/p1p2p2/5P2/1P4P1/P1P4P/1K6 w - - 4 31,a2a4 d8d1 b1a2 d1a1,536,86,54,89,endgame mate mateIn2 short,https://lichess.org/H5TXP9f3#60,
0C1uH,r1b1k2r/ppp2pp1/1bp2q1p/8/4P3/2PP4/PP2BPPP/RN1QK2R w KQkq - 0 10,b1d2 f6f2,767,77,91,164,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/ysbHDNFn#18,Russian_Game Russian_Game_Stafford_Gambit
0C2A0,1rb2rk1/2p2Rpp/2p5/4b3/p1B1P3/2P1B3/PP4PP/2KR4 b - - 0 18,f8f7 d1d8,1368,130,100,69,mate mateIn1 middlegame oneMove pin,https://lichess.org/bpJiOjD6/black#35,Four_Knights_Game Four_Knights_Game_Scotch_Variation
0C2Mz,3r1k2/R4p2/4p1pp/8/2N3P1/1P6/P4r2/1K4R1 w - - 0 36,g1g3 d8d1,1338,128,50,24,endgame mate mateIn1 oneMove,https://lichess.org/Ty4QfqLm#70,
0C2PE,2r5/k1p2p2/pp3N2/4Pb2/4Q3/8/PPP2q2/2KR4 w - - 5 47,e4d4 f2c2,936,76,79,151,endgame mate mateIn1 oneMove,https://lichess.org/Hv57rz9a#92,
0C2ur,6k1/2Q4p/2pp2pP/6p1/3qP3/3R3P/PPPKr3/5r2 w - - 0 29,d2e2 d4f2,909,79,41,48,endgame mate mateIn1 oneMove,https://lichess.org/OuJIfqAY#56,
0C2vq,6k1/r3br1p/p5pB/1ppq2N1/6bP/8/PPP2PP1/R3R1K1 b - - 3 24,e7g5 e1e8 f7f8 e8f8,1033,101,54,17,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/CpM4qh94/black#47,
0C3qf,2r2rk1/pR3R1p/3P2p1/2P2nN1/1Pq5/P7/3Q2PP/6K1 w - - 1 35,f7h7 c4f1 g1f1 f5g3 f1e1 f8f1,2023,78,91,771,attraction doubleCheck long mate mateIn3 middlegame sacrifice,https://lichess.org/mhZQrmI7#68,
0C45d,r4rk1/ppp5/3b1qRp/2nPp3/4Q3/3B1P1P/PPP5/1K6 b - - 0 23,g8h8 g6g8 f8g8 e4h7,1963,76,96,9841,clearance kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/AgRzRunv/black#45,
0C4Jk,3r4/2p2ppk/4p2p/n3q3/1b6/2N2Q2/1P3PPP/3R2K1 w - - 0 22,d1d8 e5e1,733,99,94,371,endgame mate mateIn1 oneMove,https://lichess.org/f36BEWTp#42,
0C4Rg,2krr3/Q1p2q1p/1p1p4/1N3B2/7P/5P2/PPP2P2/2K4R b - - 0 22,f7f5 a7c7,1167,76,87,222,endgame master mate mateIn1 oneMove queensideAttack,https://lichess.org/QNtt8q5k/black#43,
0C4z3,2knr1r1/pppq4/3b3P/PP1p3b/3P1p1p/2P2Q1P/3NBP2/R5RK w - - 2 24,f3h5 d7h3,868,92,95,448,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/sOExB4o7#46,
0C587,3rr1k1/Rpp2ppp/8/3qp3/1B6/2P4b/5QP1/5R1K b - - 3 23,e8e6 f2f7 g8h8 f7f8 d8f8 f1f8,914,76,99,618,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/W5E7aW48/black#45,
0C5De,r3kb1r/pp1P1ppp/1nn1b3/1N2P1B1/2p5/6P1/PP2Q2P/2KR1Bq1 b kq - 0 16,b6d7 b5c7,908,80,75,243,mate mateIn1 middlegame oneMove,https://lichess.org/eIuzEgH0/black#31,Alekhine_Defense Alekhine_Defense_Four_Pawns_Attack
0C5Ec,r2q1r2/pp2p1kp/3pb1pQ/2p1n3/3nP3/2NP1PP1/PPP3B1/R3K1NR b KQ - 1 14,g7g8 h6h7,940,84,79,364,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/iGzzhzLg/black#27,Sicilian_Defense Sicilian_Defense_Closed
0C5Ns,8/2B5/pP2k3/4P3/6p1/5p1n/6rP/5R1K w - - 3 44,b6b7 g2g1 f1g1 h3f2,2041,77,87,294,endgame mate mateIn2 sacrifice short,https://lichess.org/5M4Tgt60#86,
0C5RG,4r1k1/5p1p/p5p1/1p6/8/2P5/PP3PPP/3Qr1K1 w - - 1 31,d1e1 e8e1,400,95,100,113,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/y3EbBN7z#60,
0C5UE,6Q1/1p6/7k/8/3r4/Pp6/7r/1R1K2R1 w - - 2 59,d1c1 h2c2,1411,77,90,2199,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/r6nkUQsw#116,
0C5lo,2r5/k1r5/p1p1p2p/3qP1p1/1Q3pP1/7P/6PK/1R6 b - - 5 40,c6c5 b4b6 a7a8 b6a6 c7a7 a6c8,1068,78,93,174,deflection endgame long mate mateIn3,https://lichess.org/9HQJXwXs/black#79,
0C5wP,r4r1k/1pp1n1p1/p2p1q1p/3QpN2/1P2P3/P1P3R1/5PPP/R5K1 w - - 5 22,f5e7 f6f2 g1h1 f2f1 a1f1 f8f1,1014,79,86,399,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/lqoXzyWa#42,
0C614,r7/3Q1pbp/3P2pn/8/5R2/6k1/1r4P1/R5K1 w - - 0 31,a1a8 b2b1 f4f1 g7d4 g1h1 b1f1,1382,76,78,229,deflection endgame long mate mateIn3,https://lichess.org/dUnTNKOZ#60,
0C63j,2r5/R4p1p/3RpB2/1p6/8/4PN2/5PPP/1k4K1 w - - 3 36,d6d2 c8c1 d2d1 c1d1 f3e1 d1e1,711,95,71,48,backRankMate endgame long mate mateIn3,https://lichess.org/xIfr0dT1#70,
0C6Ra,7r/K1k4P/1p5R/2p5/P1P5/8/1P6/8 w - - 1 57,a7a6 h8a8 a6b5 a8a5,705,78,99,696,endgame mate mateIn2 rookEndgame short,https://lichess.org/s1y7wxo0#112,
0C6eb,4n3/pp4k1/2p2qp1/P1P2p2/8/1B1P4/5PPP/4Q1K1 w - - 3 34,e1e8 f6a1 b3d1 a1d1 e8e1 d1e1,400,89,71,150,endgame long mate mateIn3,https://lichess.org/isW2eWiC#66,
0C78f,8/p5k1/1p4pp/5p2/P1pP1P2/2P4P/1PQBrqP1/1R5K w - - 0 34,b1d1 f2g2,919,77,98,1339,endgame kingsideAttack mate mateIn1 oneMove,https://lichess.org/rqTEmB6q#66,
0C79A,8/1R2k1p1/6Pp/3pK2P/3Pp3/5p2/5r2/8 b - - 1 46,e7e8 e5d6 f2c2 b7b8 c2c8 b8c8,2075,76,94,8198,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/eyRa905P/black#91,
0C7BP,r1b4Q/pppk1p1p/2np4/3N2q1/2B1n3/8/PPP2PPP/R3K2R w KQ - 1 13,f2f3 g5d2 e1f1 d2f2,1132,83,73,125,mate mateIn2 middlegame short,https://lichess.org/sk23cl25#24,Kings_Pawn_Game Kings_Pawn_Game_McConnell_Defense
0C7i0,r5rk/5Rb1/3p3p/3P1B2/pp6/7R/P5PP/6K1 b - - 0 38,b4b3 h3h6 g7h6 f7h7,1154,75,91,372,endgame mate mateIn2 sacrifice short,https://lichess.org/pCamFb44/black#75,
0C81B,7k/ppp2prp/1b1p4/4nB2/2P1P3/1P2nKP1/P2QN3/R6R w - - 4 33,f3f4 e3g2,1557,77,89,6295,mate mateIn1 middlegame oneMove,https://lichess.org/SrfbJhLx#64,
0C8AK,1r1q1r1k/ppp1b1pR/2n5/4p3/2BP4/PP6/1B4PP/R2Q2K1 b - - 0 21,h8h7 d1h5,1209,81,60,117,mate mateIn1 middlegame oneMove,https://lichess.org/1rqdgB6C/black#41,
0C8PC,r5k1/2p1B3/p6p/3qN1pK/2Np1b2/1P3b1P/PQP5/R3R3 w - - 2 28,e5f3 d5f7 h5g4 h6h5,2003,88,97,27,mate mateIn2 middlegame short,https://lichess.org/eAfGEK1c#54,
0C8Ti,2k4r/3r4/p6p/1pq3p1/2p3Q1/5Pp1/PP2B2P/3RR1K1 w - - 0 27,g1g2 c5f2 g2h3 f2h2,1133,78,88,366,mate mateIn2 middlegame short,https://lichess.org/6X62NZpq#52,
0C9ct,8/8/2Q5/p5p1/Pq6/1k4K1/6P1/8 w - - 4 46,c6d7 b4f4 g3h3 f4h4,1366,76,96,14953,endgame mate mateIn2 queenEndgame short,https://lichess.org/ChD5nKzB#90,
0C9dk,1bb2rk1/2q3pp/r3pp2/p1Np4/3P4/2P5/PP1BQPPP/R3R1K1 w - - 6 19,c5a6 c7h2 g1f1 h2h1,741,76,100,94,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/txDoIS8d#36,
0C9k6,6k1/5p1p/4PQ2/6p1/8/5BKP/6P1/4q3 w - - 1 38,g3g4 e1h4 g4f5 h4f4,1300,77,84,159,endgame mate mateIn2 short,https://lichess.org/LR1QhWBB#74,
0C9xD,2r4k/6pp/p3Nb1P/8/2n2P2/2p3N1/PqP5/K1BQR3 w - - 2 31,c1b2 c3b2 a1b1 c4a3,1296,77,86,58,advancedPawn mate mateIn2 middlegame short,https://lichess.org/RmzUqLOV#60,
0CA3J,6k1/5ppp/5p2/8/2p4r/ppK5/2N2P2/1R6 b - - 1 34,b3c2 b1b8,569,92,81,410,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/eBYb2fXg/black#67,
0CA66,3k2r1/pQ1b4/4Bn2/8/3n1q2/6Nr/PP3PP1/2R1R1K1 b - - 0 25,d7e6 c1c8 e6c8 b7e7,2273,77,92,1515,mate mateIn2 middlegame sacrifice short,https://lichess.org/olXnSjNO/black#49,
0CAP5,r2qkb2/2pbp1rQ/p5pB/np2p3/3P4/2N5/PPP3PP/R4RK1 b q - 2 14,g7h7 f1f8,748,85,94,106,mate mateIn1 middlegame oneMove,https://lichess.org/pVrpWALc/black#27,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Other_variations
0CAZe,6rk/1R1b4/p3p1q1/3pPp2/2pP3r/2P4P/P2Q2P1/6RK w - - 0 35,b7d7 h4h3 g2h3 g6g1,1171,140,100,10,endgame mate mateIn2 short,https://lichess.org/7UCaJvqw#68,
0CAed,7k/ppp3qp/8/5Q2/4BP2/1P2P2R/P2r1KPP/3r4 w - - 5 27,f2f3 d1f1,599,81,94,239,endgame mate mateIn1 oneMove,https://lichess.org/Kwj3BwjL#52,
0CAk0,rbb2Q1r/ppqknR2/2n5/6p1/3PN1P1/4P2N/PP1B2B1/R6K w - - 7 23,f8h8 c7h2,447,102,74,250,mate mateIn1 middlegame oneMove,https://lichess.org/1UPWFZ62#44,
0CAsd,8/8/8/p7/8/3Q3P/r3r1PK/3k4 b - - 16 54,a2d2 d3b1,966,77,95,2543,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/g80HvJ34/black#107,
0CBLG,2k2b2/pp6/1qp3pp/4P3/n2r2PN/P1N3QP/1P1R1P2/1K5R w - - 0 25,d2d4 b6b2,1535,97,74,258,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/wgbfOULP#48,
0CBPG,6k1/pp3rp1/6P1/8/8/P2R4/1KP5/8 b - - 0 30,f7c7 d3d8,400,112,91,317,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/DRbgdUNh/black#59,
0CBeo,3r2k1/ppR2pp1/3q1p1p/8/2Q2P2/7P/P3r1PK/6R1 b - - 2 26,e2d2 c4f7 g8h8 f7g7,910,80,89,231,endgame mate mateIn2 short,https://lichess.org/0voHAejb/black#51,
0CBmW,8/6k1/N3R3/4p2p/5p1P/5BnK/6P1/r7 w - - 8 46,a6c5 a1h1,1154,163,58,41,endgame mate mateIn1 oneMove,https://lichess.org/1bAPAXoc#90,
0CBoL,6k1/1p4r1/p1p5/2Pp3p/1P3R1K/1P1R1P1P/6r1/8 w - - 0 39,h4h5 g7h7,1313,77,87,160,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/EnCEhDBj#76,
0CC5X,3rr1k1/p3pp1p/1p3QpB/2p5/2P1R3/3q3P/P4PP1/4R1K1 b - - 0 22,e7f6 e4e8 d8e8 e1e8,505,88,76,146,endgame kingsideAttack mate mateIn2 short,https://lichess.org/9VVbMfW0/black#43,
0CCDz,6k1/q4ppp/5n2/8/4r1P1/4R2P/4Q3/3R1K2 b - - 1 36,e4e3 d1d8 f6e8 d8e8 e3e8 e2e8,1044,77,83,255,endgame long mate mateIn3 xRayAttack,https://lichess.org/a6W6RkP5/black#71,
0CCZq,r1b2rk1/p4pp1/1qp1p2p/4N1b1/3P3P/p5Q1/1BP2PP1/1K1R1B1R w - - 0 19,h4g5 b6b2,482,86,98,569,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/yh82q1U5#36,
0CCsd,2k5/7P/2K5/2P2p2/8/7P/5p2/8 b - - 0 51,f2f1q h7h8q,655,98,89,793,advancedPawn endgame mate mateIn1 oneMove promotion queenEndgame,https://lichess.org/qtHGh0ki/black#101,
0CD20,5rk1/2q5/4b2p/p1p4Q/P1PpB3/1P2p3/5pP1/5R1K b - - 1 38,c7f4 h5g6 g8h8 g6h7,1200,74,100,734,endgame fork mate mateIn2 short,https://lichess.org/Xd1oKV8V/black#75,
0CDEO,2kr1bnr/ppp2p2/7p/n7/2P2p2/1PNB1R2/P2Q2PP/q1B4K b - - 1 16,f8b4 d3f5 d8d7 d2d7 c8b8 d7c8,1312,77,78,102,long mate mateIn3 middlegame queensideAttack,https://lichess.org/eTRqfxgU/black#31,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
0CDbf,r3kb1r/5ppp/p2p4/1pp1p3/4P1nn/2PPBNNq/PPB1QP2/R3R1K1 w kq - 4 17,e2f1 h4f3,1474,109,87,201,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/0V0ZSlMp#32,Sicilian_Defense Sicilian_Defense_Old_Sicilian
0CDhI,2r2r2/p4pk1/3R2p1/1b6/1Q2P3/5N1P/PPq3P1/1K5R w - - 2 23,b1a1 c2c1 h1c1 c8c1,667,91,82,181,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/tnMgqYcF#44,
0CDlO,r1bqkbr1/pp1pnp1p/2p2Qp1/8/2P1N1P1/8/PP2PPBP/R3K1NR b KQq - 3 11,f8g7 e4d6 e8f8 f6f7,922,76,100,136,mate mateIn2 opening short,https://lichess.org/37yJgVhN/black#21,Grob_Opening Grob_Opening_Other_variations
0CDws,4r3/5R2/2p3p1/p1p4p/P1PpNbkP/3P1P2/P3K1P1/8 b - - 0 37,g4h4 f7f4,845,91,90,731,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/NPWMANwS/black#73,
0CE7u,4rrk1/pbpp2p1/1p2p2p/4P1q1/8/2PB4/PPQ2PPP/4RRK1 w - - 1 16,e1e3 g5g2,957,92,89,25,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/CDDXzuqZ#30,Dutch_Defense Dutch_Defense_Staunton_Gambit
0CEHZ,1r1r4/1p1n4/3k2Q1/7p/2P1B3/5P2/5q1P/1R5K b - - 1 31,d6c7 b1b7 b8b7 g6c6 c7b8 c6b7,1598,74,92,1279,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/qVPhBlbZ/black#61,
0CEZ6,8/2p2Qpk/7p/b3B3/7P/P2b4/3q1PPK/8 b - - 2 42,a5c3 f7g7,802,88,95,134,endgame mate mateIn1 oneMove,https://lichess.org/BIFezEsV/black#83,
0CEmC,3r1rk1/4bppp/8/pp1R4/4Q3/P4P1P/1q3P2/1B3RK1 b - - 3 27,d8d5 e4h7,890,80,96,871,mate mateIn1 middlegame oneMove,https://lichess.org/R8cOfqpA/black#53,
0CEmM,r1bq1rk1/1ppp1p1p/p3n1p1/6N1/3nPP2/3B3Q/PP4PP/5K1R b - - 2 18,f7f5 h3h7,963,89,95,246,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/XJqWUURN/black#35,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
